date,day_of_week,DJ_return,log_volume,log_volatility,train
1/16/1963,wed,0.017552,0.077311,-8.93340888,TRUE
1/17/1963,thur,0.005932,0.28156,-9.009564318,TRUE
1/18/1963,fri,-0.000684,0.182834,-9.114499424,TRUE
1/21/1963,mon,0.004036,0.028916,-9.203546503,TRUE
1/22/1963,tues,0.000429,0.187155,-9.308703317,TRUE
1/23/1963,wed,0.00303,0.184594,-9.402870823,TRUE
1/24/1963,thur,-0.000871,0.176301,-9.507209718,TRUE
1/25/1963,fri,0.00401,0.163308,-9.588815508,TRUE
1/28/1963,mon,0.004668,0.148587,-9.659442997,TRUE
1/29/1963,tues,0.001229,0.066165,-9.762176029,TRUE
1/30/1963,wed,-0.007561,-0.088458,-9.762913592,TRUE
1/31/1963,thur,0.006273,0.040821,-9.795047763,TRUE
2/1/1963,fri,0.000498,0.035514,-9.899914344,TRUE
2/4/1963,mon,-0.001729,-0.119618,-9.998679719,TRUE
2/5/1963,tues,-0.001042,-0.023231,-10.10139206,TRUE
2/6/1963,wed,0.001789,0.043096,-10.19812012,TRUE
2/7/1963,thur,-0.005038,0.016663,-10.23047777,TRUE
2/8/1963,fri,0.001221,-0.070667,-10.33125072,TRUE
2/11/1963,mon,-0.007648,-0.073511,-10.25482789,TRUE
2/12/1963,tues,0.002782,-0.119985,-10.33603664,TRUE
2/13/1963,wed,0.007509,0.166714,-10.26482478,TRUE
2/14/1963,thur,0.004595,0.29217,-10.30500237,TRUE
2/15/1963,fri,0.001765,0.047811,-10.40007042,TRUE
2/18/1963,mon,0.004204,0.109113,-10.44290849,TRUE
2/19/1963,tues,-0.003096,-0.021372,-10.51238035,TRUE
2/20/1963,wed,-0.006969,-0.024994,-10.43673535,TRUE
2/21/1963,thur,-0.000616,-0.062097,-10.54065977,TRUE
2/25/1963,mon,-0.010367,-0.141754,-10.27331606,TRUE
2/26/1963,tues,0.000993,-0.145954,-10.37551178,TRUE
2/27/1963,wed,-0.006656,-0.145662,-10.33430185,TRUE
2/28/1963,thur,-0.011787,-0.043604,-10.05102909,TRUE
3/1/1963,fri,-0.004869,-0.09272,-10.09712327,TRUE
3/4/1963,mon,0.011035,-0.167947,-9.918516727,TRUE
3/5/1963,tues,0.00018,-0.276907,-10.02380425,TRUE
3/6/1963,wed,0.001378,-0.333358,-10.12441656,TRUE
3/7/1963,thur,0.005002,-0.257751,-10.16273378,TRUE
3/8/1963,fri,0.001488,-0.257772,-10.26173602,TRUE
3/11/1963,mon,0.002362,-0.313962,-10.34951625,TRUE
3/12/1963,tues,0.001749,-0.262888,-10.44431201,TRUE
3/13/1963,wed,0.003637,-0.057878,-10.50042859,TRUE
3/14/1963,thur,-0.005816,-0.210062,-10.47778347,TRUE
3/15/1963,fri,0.003852,-0.247353,-10.5262471,TRUE
3/18/1963,mon,-0.004104,-0.286613,-10.56416328,TRUE
3/19/1963,tues,-0.002229,-0.301336,-10.64836391,TRUE
3/20/1963,wed,0.007501,-0.145229,-10.51996966,TRUE
3/21/1963,thur,-0.002292,-0.279592,-10.60394056,TRUE
3/22/1963,fri,0.00334,-0.11152,-10.66057184,TRUE
3/25/1963,mon,0.000501,-0.141895,-10.76474148,TRUE
3/26/1963,tues,0.003253,-0.03971,-10.81593867,TRUE
3/27/1963,wed,0.006373,-0.001714,-10.71853438,TRUE
3/28/1963,thur,-0.003306,-0.095929,-10.77047301,TRUE
3/29/1963,fri,7.30E-05,-0.228421,-10.8758054,TRUE
4/1/1963,mon,0.004882,-0.095143,-10.85011688,TRUE
4/2/1963,tues,-0.002321,0.019677,-10.92509491,TRUE
4/3/1963,wed,0.009078,0.08527,-10.61922805,TRUE
4/4/1963,thur,0.009527,0.211949,-10.37914168,TRUE
4/5/1963,fri,0.007588,0.200482,-10.29728331,TRUE
4/8/1963,mon,0.005112,0.322872,-10.32005294,TRUE
4/9/1963,tues,0,0.168708,-10.42541356,TRUE
4/10/1963,wed,-0.002382,0.311323,-10.5097417,TRUE
4/11/1963,thur,0.005804,0.195305,-10.48647893,TRUE
4/15/1963,mon,0.004127,0.31146,-10.52622846,TRUE
4/16/1963,tues,-0.000647,0.24611,-10.62985734,TRUE
4/17/1963,wed,-0.000943,0.181202,-10.73114169,TRUE
4/18/1963,thur,-0.002947,0.09339,-10.79329362,TRUE
4/19/1963,fri,0.004958,0.072635,-10.7737739,TRUE
4/22/1963,mon,-0.000942,0.17945,-10.87443882,TRUE
4/23/1963,tues,0.005568,0.189212,-10.81266018,TRUE
4/24/1963,wed,0.003853,0.313432,-10.83931795,TRUE
4/25/1963,thur,0.000822,0.159209,-10.94086063,TRUE
4/26/1963,fri,-0.00163,0.036303,-11.02969593,TRUE
4/29/1963,mon,-0.002863,-0.081212,-11.08041864,TRUE
4/30/1963,tues,0.003615,0.084773,-11.09572482,TRUE
5/1/1963,wed,0.002741,0.150862,-11.14753749,TRUE
5/2/1963,thur,0.001971,0.028046,-11.22337863,TRUE
5/3/1963,fri,-0.004183,0.08783,-11.1928643,TRUE
5/6/1963,mon,-0.00602,-0.064521,-11.04172318,TRUE
5/7/1963,tues,-0.001711,-0.052991,-11.12698846,TRUE
5/8/1963,wed,0.008371,0.159566,-10.80751479,TRUE
5/9/1963,thur,0.004762,0.240215,-10.79557506,TRUE
5/10/1963,fri,0.00184,0.17403,-10.88273353,TRUE
5/13/1963,mon,-0.000401,0.104507,-10.98714305,TRUE
5/14/1963,tues,-0.004394,0.065829,-10.97311363,TRUE
5/15/1963,wed,0.006232,0.238505,-10.85411873,TRUE
5/16/1963,thur,-0.002073,0.232095,-10.9350713,TRUE
5/17/1963,fri,0.002722,-0.016456,-10.99528531,TRUE
5/20/1963,mon,-0.006408,0.04659,-10.86011654,TRUE
5/21/1963,tues,0.005345,0.210316,-10.81251721,TRUE
5/22/1963,wed,-0.001659,0.205643,-10.90281647,TRUE
5/23/1963,thur,-0.002022,-0.025747,-10.98379952,TRUE
5/24/1963,fri,-0.001179,-0.047893,-11.08010268,TRUE
5/27/1963,mon,-0.003169,-0.184693,-11.11556578,TRUE
5/28/1963,tues,-0.000418,-0.154739,-11.21962396,TRUE
5/29/1963,wed,0.006317,-0.041642,-11.03926042,TRUE
5/31/1963,fri,0.006154,0.040318,-10.91189138,TRUE
6/3/1963,mon,-0.00095,0.177802,-11.01177388,TRUE
6/4/1963,tues,0.000303,0.275247,-11.11651725,TRUE
6/5/1963,wed,-0.000771,0.253747,-11.21744265,TRUE
6/6/1963,thur,0.001294,0.093386,-11.30905199,TRUE
6/7/1963,fri,-0.006155,0.116196,-11.11930017,TRUE
6/10/1963,mon,-0.008229,0.029765,-10.81419341,TRUE
6/11/1963,tues,0.002634,-0.034146,-10.88192979,TRUE
6/12/1963,wed,0.006908,0.136429,-10.73875836,TRUE
6/13/1963,thur,-0.002672,0.030233,-10.80820304,TRUE
6/14/1963,fri,0.000831,-0.167275,-10.9097752,TRUE
6/17/1963,mon,-0.005305,-0.253922,-10.857232,TRUE
6/18/1963,tues,0.00096,-0.143689,-10.95728844,TRUE
6/19/1963,wed,0.001307,-0.126369,-11.05182384,TRUE
6/20/1963,thur,-0.001376,0.098045,-11.14400056,TRUE
6/21/1963,fri,0.002681,-0.072006,-11.19559819,TRUE
6/24/1963,mon,-0.00328,-0.196036,-11.21752451,TRUE
6/25/1963,tues,-0.002927,-0.087897,-11.25442018,TRUE
6/26/1963,wed,-0.010286,8.90E-05,-10.71387756,TRUE
6/27/1963,thur,-0.004184,0.007223,-10.73538475,TRUE
6/28/1963,fri,0.001203,-0.397922,-10.83338088,TRUE
7/1/1963,mon,-0.007854,-0.292426,-10.64058077,TRUE
7/2/1963,tues,0.010764,-0.238399,-10.31541339,TRUE
7/3/1963,wed,0.006215,-0.10881,-10.29890926,TRUE
7/5/1963,fri,0.004322,-0.432001,-10.34444451,TRUE
7/8/1963,mon,-0.008114,-0.308079,-10.24490323,TRUE
7/9/1963,tues,0.004815,-0.153239,-10.28028736,TRUE
7/10/1963,wed,-0.002763,-0.175025,-10.36122812,TRUE
7/11/1963,thur,-0.00332,-0.079448,-10.42861598,TRUE
7/12/1963,fri,-0.002907,-0.190306,-10.50272881,TRUE
7/15/1963,mon,-0.006265,-0.2947,-10.46068876,TRUE
7/16/1963,tues,-0.001651,-0.384155,-10.55553271,TRUE
7/17/1963,wed,-0.003424,-0.111223,-10.61209401,TRUE
7/18/1963,thur,-0.005474,-0.171188,-10.59058825,TRUE
7/19/1963,fri,-0.002893,-0.275247,-10.6596542,TRUE
7/22/1963,mon,-0.00745,-0.172678,-10.53176577,TRUE
7/23/1963,tues,-0.001308,-0.226624,-10.63002979,TRUE
7/24/1963,wed,0.00441,-0.443438,-10.64979377,TRUE
7/25/1963,thur,-0.004599,-0.16551,-10.66063324,TRUE
7/26/1963,fri,0.002425,-0.554303,-10.73850249,TRUE
7/29/1963,mon,0.001927,-0.430001,-10.82501447,TRUE
7/30/1963,tues,0.008233,-0.207116,-10.60935449,TRUE
7/31/1963,wed,-0.001423,-0.098992,-10.70564724,TRUE
8/1/1963,thur,-0.000806,-0.251353,-10.80779636,TRUE
8/2/1963,fri,0.004251,-0.398501,-10.818586,TRUE
8/5/1963,mon,0.006741,-0.260014,-10.69908172,TRUE
8/6/1963,tues,0.006399,-0.150779,-10.62077375,TRUE
8/7/1963,wed,-0.004451,-0.143501,-10.63977817,TRUE
8/8/1963,thur,0.000369,-0.234865,-10.74450617,TRUE
8/9/1963,fri,0.005961,-0.079195,-10.68174436,TRUE
8/12/1963,mon,0.00265,0.082214,-10.75367599,TRUE
8/13/1963,tues,0.00121,0.010186,-10.85145111,TRUE
8/14/1963,wed,0.005357,0.002308,-10.80444888,TRUE
8/15/1963,thur,0.005023,0.118939,-10.78051959,TRUE
8/16/1963,fri,0.001071,-0.068015,-10.87977142,TRUE
8/19/1963,mon,-0.000709,-0.189885,-10.98216899,TRUE
8/20/1963,tues,-0.002145,-0.186375,-11.05791175,TRUE
8/21/1963,wed,-0.002163,-0.144342,-11.13081428,TRUE
8/22/1963,thur,0.003835,0.027065,-11.13045335,TRUE
8/23/1963,fri,0.006479,0.098333,-10.95957325,TRUE
8/26/1963,mon,0.001423,0.060902,-11.05207295,TRUE
8/27/1963,tues,-0.005942,-0.077525,-10.93636098,TRUE
8/28/1963,wed,0.007184,0.150078,-10.76246597,TRUE
8/29/1963,thur,0.001833,0.150319,-10.8503607,TRUE
8/30/1963,fri,0.004012,0.037914,-10.86753731,TRUE
9/3/1963,tues,0.003695,0.234306,-10.89633379,TRUE
9/4/1963,wed,0.001229,0.318741,-10.99268034,TRUE
9/5/1963,thur,0.00688,0.256745,-10.8260162,TRUE
9/6/1963,fri,-0.003543,0.481539,-10.86355673,TRUE
9/9/1963,mon,-0.003337,0.12724,-10.90627943,TRUE
9/10/1963,tues,0.006135,0.182482,-10.80628128,TRUE
9/11/1963,wed,0.003938,0.406269,-10.83004733,TRUE
9/12/1963,thur,-0.000108,0.223717,-10.93534235,TRUE
9/13/1963,fri,-0.000176,0.162834,-11.04051037,TRUE
9/16/1963,mon,-0.002259,0.067468,-11.11113175,TRUE
9/17/1963,tues,0.002259,0.111408,-11.17925716,TRUE
9/18/1963,wed,-0.003072,0.134334,-11.21220773,TRUE
9/19/1963,thur,0.007238,-0.082885,-10.95925302,TRUE
9/20/1963,fri,0.000511,0.179483,-11.06294599,TRUE
9/23/1963,mon,-0.004272,0.14695,-11.04670084,TRUE
9/24/1963,tues,0.007441,0.216099,-10.82567765,TRUE
9/25/1963,wed,-0.003048,0.351228,-10.88043263,TRUE
9/26/1963,thur,-0.009104,0.131479,-10.58750137,TRUE
9/27/1963,fri,0.001397,-0.027904,-10.68430771,TRUE
9/30/1963,mon,-0.007058,-0.178326,-10.57322021,TRUE
10/1/1963,tues,0.007532,-0.008083,-10.4584145,TRUE
10/2/1963,wed,-0.000528,-0.16095,-10.56269486,TRUE
10/3/1963,thur,0.008514,0.016756,-10.396919,TRUE
10/4/1963,fri,0.001088,0.142957,-10.49798215,TRUE
10/7/1963,mon,-0.001612,-0.087629,-10.59293399,TRUE
10/8/1963,tues,5.40E-05,0.108833,-10.69828171,TRUE
10/9/1963,wed,-0.005486,0.221577,-10.66554932,TRUE
10/10/1963,thur,0.000986,0.01133,-10.76628918,TRUE
10/11/1963,fri,0.001619,0.072096,-10.85793924,TRUE
10/14/1963,mon,0.000108,-0.02916,-10.96323246,TRUE
10/15/1963,tues,0.000472,0.0342,-11.06716714,TRUE
10/16/1963,wed,0.008399,0.233813,-10.76578264,TRUE
10/17/1963,thur,0.003095,0.425178,-10.82195515,TRUE
10/18/1963,fri,-0.000226,0.268478,-10.92703059,TRUE
10/21/1963,mon,0.002276,0.198727,-11.000868,TRUE
10/22/1963,tues,-0.006802,0.358838,-10.83766276,TRUE
10/23/1963,wed,-0.000977,0.261639,-10.93763432,TRUE
10/24/1963,thur,0.007102,0.33548,-10.76899154,TRUE
10/25/1963,fri,0.005055,0.351839,-10.74777767,TRUE
10/28/1963,mon,0.00499,0.459571,-10.73204583,TRUE
10/29/1963,tues,0.001461,0.298708,-10.82660755,TRUE
10/30/1963,wed,-0.007007,0.13237,-10.68932343,TRUE
10/31/1963,thur,5.30E-05,0.103635,-10.79467064,TRUE
11/1/1963,fri,-0.001988,0.143025,-10.87884222,TRUE
11/4/1963,mon,-0.006002,0.178987,-10.79170165,TRUE
11/6/1963,wed,-0.006951,0.204239,-10.66514444,TRUE
11/7/1963,thur,0.002188,-0.056929,-10.74796705,TRUE
11/8/1963,fri,0.006883,-0.001986,-10.63423027,TRUE
11/11/1963,mon,0.003935,-0.142602,-10.67058444,TRUE
11/12/1963,tues,-0.004734,0.007809,-10.67406236,TRUE
11/13/1963,wed,0.001199,0.02827,-10.77254362,TRUE
11/14/1963,thur,-0.005433,0.004946,-10.73255572,TRUE
11/15/1963,fri,-0.009469,0.041924,-10.46189967,TRUE
11/18/1963,mon,-0.006984,0.028965,-10.39377259,TRUE
11/19/1963,tues,0.002446,-0.036173,-10.47764851,TRUE
11/20/1963,wed,0.007317,0.143861,-10.39134074,TRUE
11/21/1963,thur,-0.012762,0.200788,-10.03327032,TRUE
11/22/1963,fri,-0.029307,0.35065,-8.983911025,TRUE
11/26/1963,tues,0.044034,0.680039,-8.089405105,TRUE
11/27/1963,wed,-0.003395,0.093666,-8.190599588,TRUE
11/29/1963,fri,0.012766,0.010662,-8.232694556,TRUE
12/2/1963,mon,0.00185,-0.007663,-8.336624837,TRUE
12/3/1963,tues,-0.00012,-0.062987,-8.441979046,TRUE
12/4/1963,wed,0.004896,-0.006234,-8.535062399,TRUE
12/5/1963,thur,0.010992,0.070948,-8.574327723,TRUE
12/6/1963,fri,-0.004737,-0.003986,-8.666574098,TRUE
12/9/1963,mon,-0.00154,-0.093257,-8.770405563,TRUE
12/10/1963,tues,0.000224,-0.065449,-8.875730583,TRUE
12/11/1963,wed,-0.00269,-0.102434,-8.975351257,TRUE
12/12/1963,thur,0.00029,-0.145873,-9.080638427,TRUE
12/13/1963,fri,0.003611,-0.13048,-9.17335292,TRUE
12/16/1963,mon,0.001932,-0.134268,-9.274725412,TRUE
12/17/1963,tues,0.006204,0.044195,-9.335483388,TRUE
12/18/1963,wed,0.001082,0.194403,-9.439369585,TRUE
12/19/1963,thur,-0.004376,-0.117221,-9.518328014,TRUE
12/20/1963,fri,-0.002333,-0.078471,-9.615493329,TRUE
12/23/1963,mon,-0.004972,-0.093448,-9.680483851,TRUE
12/24/1963,tues,-0.001901,-0.227473,-9.779440974,TRUE
12/26/1963,thur,0.004416,-0.298372,-9.847228966,TRUE
12/27/1963,fri,0.003598,-0.136976,-9.925761587,TRUE
12/30/1963,mon,-0.004006,-0.017109,-9.995311656,TRUE
12/31/1963,tues,0.004006,0.288349,-10.06233136,TRUE
1/2/1964,thur,0.004094,-0.085685,-10.12495751,TRUE
1/3/1964,fri,0.002086,0.080903,-10.21831913,TRUE
1/6/1964,mon,0.002381,0.065629,-10.30656731,TRUE
1/7/1964,tues,0.002881,0.103425,-10.38470454,TRUE
1/8/1964,wed,0.003531,0.044068,-10.44620399,TRUE
1/9/1964,thur,0.002695,0.004937,-10.52417083,TRUE
1/10/1964,fri,-0.002863,0.019975,-10.59621162,TRUE
1/13/1964,mon,-0.001564,0.051297,-10.69076565,TRUE
1/14/1964,tues,0.00177,0.224007,-10.78093553,TRUE
1/15/1964,wed,0.000284,0.256003,-10.8858652,TRUE
1/16/1964,thur,0.001831,0.166658,-10.97151787,TRUE
1/17/1964,fri,-0.000567,0.063086,-11.07480087,TRUE
1/20/1964,mon,-0.003435,0.056648,-11.09895199,TRUE
1/21/1964,tues,0.004402,-0.092085,-11.07127759,TRUE
1/22/1964,wed,0.006253,0.028881,-10.93032165,TRUE
1/23/1964,thur,0.001982,0.019395,-11.01160245,TRUE
1/24/1964,fri,0.00023,-0.037669,-11.1166074,TRUE
1/27/1964,mon,0.002933,-0.007719,-11.15964457,TRUE
1/28/1964,tues,0.003102,-0.110392,-11.1925906,TRUE
1/29/1964,wed,-0.006597,-0.165969,-10.99707946,TRUE
1/30/1964,thur,0.001073,-0.213634,-11.09483572,TRUE
1/31/1964,fri,0.002422,-0.263193,-11.15817487,TRUE
2/3/1964,mon,-0.00079,-0.230642,-11.25868643,TRUE
2/4/1964,tues,-0.001811,-0.185922,-11.33617188,TRUE
2/5/1964,wed,-0.000332,-0.254932,-11.44050713,TRUE
2/6/1964,thur,0.004295,-0.227219,-11.37140681,TRUE
2/7/1964,fri,0.006565,-0.089687,-11.12912604,TRUE
2/10/1964,mon,-0.003645,-0.214886,-11.13866348,TRUE
2/11/1964,tues,0.004365,-0.239734,-11.10810657,TRUE
2/12/1964,wed,0.003352,-0.098042,-11.13345805,TRUE
2/13/1964,thur,-0.000503,-0.063374,-11.23689349,TRUE
2/14/1964,fri,0.000176,-0.161561,-11.34199268,TRUE
2/17/1964,mon,0.002049,-0.068634,-11.40877448,TRUE
2/18/1964,tues,-0.000993,-0.092102,-11.50431663,TRUE
2/19/1964,wed,-0.000616,-0.172808,-11.60550226,TRUE
2/20/1964,thur,0.002613,-0.080266,-11.63090865,TRUE
2/24/1964,mon,0.000163,0.100112,-11.73593665,TRUE
2/25/1964,tues,-0.000665,-0.018885,-11.83517262,TRUE
2/26/1964,wed,0.003496,0.045155,-11.76870973,TRUE
2/27/1964,thur,-0.002932,0.055122,-11.75777962,TRUE
2/28/1964,fri,0.003882,-0.030257,-11.6693172,TRUE
3/2/1964,mon,0.003257,0.091723,-11.64559152,TRUE
3/3/1964,tues,0.003693,0.027872,-11.59136182,TRUE
3/4/1964,wed,-0.001267,0.00869,-11.67762159,TRUE
3/5/1964,thur,-0.001156,-0.104265,-11.76561588,TRUE
3/6/1964,fri,0.002808,-0.081357,-11.76411477,TRUE
3/9/1964,mon,0.001426,0.057505,-11.84085373,TRUE
3/10/1964,tues,0.002734,0.053604,-11.83709049,TRUE
3/11/1964,wed,0.00552,0.167347,-11.55844964,TRUE
3/12/1964,thur,0.00043,0.012744,-11.66166286,TRUE
3/13/1964,fri,0.002453,0.082957,-11.69228661,TRUE
3/16/1964,mon,0.000318,-0.011709,-11.7962995,TRUE
3/17/1964,tues,0.002055,0.052641,-11.84120053,TRUE
3/18/1964,wed,0.002551,0.12623,-11.85086628,TRUE
3/19/1964,thur,-0.001086,0.088852,-11.93803298,TRUE
3/20/1964,fri,-0.005421,-0.030064,-11.63821945,TRUE
3/23/1964,mon,-0.001633,-0.042902,-11.71053176,TRUE
3/24/1964,tues,-0.002671,0.014553,-11.72370675,TRUE
3/25/1964,wed,0.00213,0.055798,-11.76870172,TRUE
3/26/1964,thur,0.003376,0.11583,-11.72257497,TRUE
3/30/1964,mon,-0.00076,0.16546,-11.82004822,TRUE
3/31/1964,tues,-0.002456,0.025519,-11.83819878,TRUE
4/1/1964,wed,0.003425,0.061123,-11.77770058,TRUE
4/2/1964,thur,0.005852,0.275407,-11.48032082,TRUE
4/3/1964,fri,0.002579,0.139847,-11.51657632,TRUE
4/6/1964,mon,0.002148,0.112417,-11.57174618,TRUE
4/7/1964,tues,-0.002416,0.119264,-11.61059772,TRUE
4/8/1964,wed,0.001724,0.025898,-11.68017711,TRUE
4/9/1964,thur,-0.003452,0.010167,-11.64015175,TRUE
4/10/1964,fri,0.000487,-0.050461,-11.74252544,TRUE
4/13/1964,mon,-0.000536,0.014807,-11.84388407,TRUE
4/14/1964,tues,0.001995,-0.025756,-11.8895052,TRUE
4/15/1964,wed,0.003009,0.001874,-11.85805898,TRUE
4/16/1964,thur,0.000266,-0.003241,-11.96230578,TRUE
4/17/1964,fri,0.002033,0.136951,-11.99818162,TRUE
4/20/1964,mon,-0.003378,0.058367,-11.91625201,TRUE
4/21/1964,tues,0.002314,0.099546,-11.93632097,TRUE
4/22/1964,wed,-0.003491,0.034964,-11.8537279,TRUE
4/23/1964,thur,-0.002322,0.247812,-11.87822319,TRUE
4/24/1964,fri,-0.008274,0.070445,-11.24358024,TRUE
4/27/1964,mon,-0.003713,-0.031528,-11.23828836,TRUE
4/28/1964,tues,0.005932,-0.088034,-11.083557,TRUE
4/29/1964,wed,-0.004774,0.168386,-11.03631123,TRUE
4/30/1964,thur,-0.002513,0.081213,-11.09902867,TRUE
5/1/1964,fri,0.007777,0.117941,-10.83679271,TRUE
5/4/1964,mon,0.008203,0.005705,-10.61991237,TRUE
5/5/1964,tues,0.003393,0.000582,-10.67422661,TRUE
5/6/1964,wed,0.001873,0.038809,-10.7628721,TRUE
5/7/1964,thur,0.0024,0.043898,-10.83845155,TRUE
5/8/1964,fri,-0.001929,-0.088403,-10.92296505,TRUE
5/11/1964,mon,-0.001812,-0.176171,-11.00830365,TRUE
5/12/1964,tues,0.000375,-0.027355,-11.11272285,TRUE
5/13/1964,wed,-0.001936,0.094854,-11.19056447,TRUE
5/14/1964,thur,-0.001612,-0.126423,-11.27522676,TRUE
5/15/1964,fri,0.002157,-0.055492,-11.34064835,TRUE
5/18/1964,mon,-0.005973,-0.155769,-11.15810754,TRUE
5/19/1964,tues,-0.004919,-0.208091,-11.09074615,TRUE
5/20/1964,wed,0.003457,-0.11446,-11.11264511,TRUE
5/21/1964,thur,-0.000378,-0.004255,-11.21694195,TRUE
5/22/1964,fri,0.001304,-0.142163,-11.30833944,TRUE
5/25/1964,mon,-0.000756,-0.291477,-11.40854383,TRUE
5/26/1964,tues,-0.001623,-0.216241,-11.4878856,TRUE
5/27/1964,wed,-0.001197,-0.177313,-11.57782875,TRUE
5/28/1964,thur,0.003198,-0.150357,-11.56873685,TRUE
6/1/1964,mon,-0.00244,-0.248013,-11.6064693,TRUE
6/2/1964,tues,-0.005857,-0.273743,-11.36223992,TRUE
6/3/1964,wed,-0.002448,-0.317178,-11.4118926,TRUE
6/4/1964,thur,-0.011535,-0.114001,-10.66869502,TRUE
6/5/1964,fri,0.004414,-0.249483,-10.6850704,TRUE
6/8/1964,mon,-0.007122,-0.299203,-10.57027872,TRUE
6/9/1964,tues,0.006514,-0.186477,-10.50702331,TRUE
6/10/1964,wed,0.002467,-0.252453,-10.58794698,TRUE
6/11/1964,thur,0.004596,-0.389417,-10.60431616,TRUE
6/12/1964,fri,-0.002295,-0.327897,-10.6863529,TRUE
6/15/1964,mon,0.005139,-0.256645,-10.67092863,TRUE
6/16/1964,tues,0.005638,-0.143884,-10.63462948,TRUE
6/17/1964,wed,0.006323,0.007742,-10.57058577,TRUE
6/18/1964,thur,0.000765,-0.1118,-10.67341643,TRUE
6/19/1964,fri,0.00154,-0.265022,-10.76745769,TRUE
6/22/1964,mon,0.001368,-0.150304,-10.86299481,TRUE
6/23/1964,tues,-0.004463,-0.261081,-10.8590078,TRUE
6/24/1964,wed,0.005225,-0.086332,-10.81789107,TRUE
6/25/1964,thur,0.000568,-0.05286,-10.92146334,TRUE
6/26/1964,fri,0.004233,-0.173245,-10.92229119,TRUE
6/29/1964,mon,-6.00E-05,-0.186971,-11.02762936,TRUE
6/30/1964,tues,0.000674,-0.191427,-11.12989071,TRUE
7/1/1964,wed,0.007858,-0.004035,-10.85147486,TRUE
7/2/1964,thur,0.004061,-0.022431,-10.86648684,TRUE
7/6/1964,mon,0.003286,-0.052806,-10.91087162,TRUE
7/7/1964,tues,0.000829,-0.022129,-11.01206048,TRUE
7/8/1964,wed,0.000603,-0.117294,-11.1149725,TRUE
7/9/1964,thur,-0.000379,-0.060685,-11.21926381,TRUE
7/10/1964,fri,0.002812,0.0116,-11.26117113,TRUE
7/13/1964,mon,-0.002315,-0.109371,-11.32126432,TRUE
7/14/1964,tues,-0.002273,-0.117928,-11.38030811,TRUE
7/15/1964,wed,0.001386,-0.149023,-11.46715032,TRUE
7/16/1964,thur,0.003156,-0.139751,-11.47204459,TRUE
7/17/1964,fri,0.004568,-0.138226,-11.37646374,TRUE
7/20/1964,mon,-0.002305,-0.190917,-11.43160819,TRUE
7/21/1964,tues,-0.002877,-0.148227,-11.45559851,TRUE
7/22/1964,wed,0.000826,-0.146621,-11.5538233,TRUE
7/23/1964,thur,-0.001381,-0.145842,-11.63734105,TRUE
7/24/1964,fri,-0.000993,-0.222755,-11.73037439,TRUE
7/27/1964,mon,-0.005443,-0.248694,-11.49279544,TRUE
7/28/1964,tues,-0.004409,-0.304318,-11.40614496,TRUE
7/29/1964,wed,0.001575,-0.254146,-11.48703065,TRUE
7/30/1964,thur,0.000834,-0.139447,-11.58488344,TRUE
7/31/1964,fri,0.002059,-0.207057,-11.640866,TRUE
8/3/1964,mon,-0.000892,-0.316042,-11.7362274,TRUE
8/4/1964,tues,-0.009061,-0.079504,-11.08055945,TRUE
8/5/1964,wed,0.000336,0.174062,-11.18510555,TRUE
8/6/1964,thur,-0.011652,-0.269698,-10.55482775,TRUE
